Win,Loss,Team,Data,,
32,33,LOU,"[7, 7, 1886]",,
21,36,BAL,"[7, 7, 1886]",,
21,37,BAL,"[7, 8, 1886]",,
45,22,STL,"[7, 10, 1886]",,
22,38,BAL,"[7, 11, 1886]",,
36,33,LOU,"[7, 12, 1886]",,
22,39,BAL,"[7, 12, 1886]",,
22,40,BAL,"[7, 13, 1886]",,
38,30,PIT,"[7, 14, 1886]",,
36,38,CIN,"[7, 14, 1886]",,
26,37,NYP,"[7, 14, 1886]",,
22,41,BAL,"[7, 14, 1886]",,
35,32,BRO,"[7, 15, 1886]",,
37,38,CIN,"[7, 15, 1886]",,
26,38,NYP,"[7, 15, 1886]",,
23,41,BAL,"[7, 15, 1886]",,
23,42,BAL,"[7, 17, 1886]",,
38,39,CIN,"[7, 19, 1886]",,
38,40,CIN,"[7, 20, 1886]",,
24,43,BAL,"[7, 20, 1886]",,
25,43,BAL,"[7, 21, 1886]",,
39,40,CIN,"[7, 22, 1886]",,
25,44,BAL,"[7, 22, 1886]",,
39,41,CIN,"[7, 23, 1886]",,
26,44,BAL,"[7, 23, 1886]",,
40,41,CIN,"[7, 24, 1886]",,
26,45,BAL,"[7, 24, 1886]",,
31,40,PHA,"[7, 26, 1886]",,
52,28,STL,"[7, 27, 1886]",,
42,42,CIN,"[7, 28, 1886]",,
27,46,BAL,"[7, 28, 1886]",,
42,43,CIN,"[7, 29, 1886]",,
28,46,NYP,"[7, 29, 1886]",,
27,47,BAL,"[7, 29, 1886]",,
43,43,CIN,"[7, 30, 1886]",,
28,47,BAL,"[7, 30, 1886]",NYP,"[7, 30, 1886]"
43,38,PIT,"[7, 31, 1886]",,
43,44,CIN,"[7, 31, 1886]",,
29,47,NYP,"[7, 31, 1886]",,
28,48,BAL,"[7, 31, 1886]",,
44,44,CIN,"[8, 3, 1886]",,
33,44,PHA,"[8, 3, 1886]",,
29,48,NYP,"[8, 3, 1886]",,
28,49,BAL,"[8, 3, 1886]",,
44,45,CIN,"[8, 4, 1886]",,
29,49,BAL,"[8, 4, 1886]",NYP,"[8, 4, 1886]"
45,45,CIN,"[8, 5, 1886]",,
34,45,PHA,"[8, 5, 1886]",,
29,50,BAL,"[8, 5, 1886]",NYP,"[8, 5, 1886]"
30,50,BAL,"[8, 6, 1886]",,
60,29,STL,"[8, 7, 1886]",,
47,40,PIT,"[8, 7, 1886]",,
45,46,CIN,"[8, 7, 1886]",,
30,51,BAL,"[8, 7, 1886]",,
29,51,NYP,"[8, 7, 1886]",,
45,47,CIN,"[8, 8, 1886]",,
29,52,NYP,"[8, 8, 1886]",,
48,40,PIT,"[8, 9, 1886]",,
46,47,CIN,"[8, 9, 1886]",,
29,53,NYP,"[8, 9, 1886]",,
47,39,BRO,"[8, 10, 1886]",,
47,47,CIN,"[8, 11, 1886]",,
35,49,PHA,"[8, 11, 1886]",,
29,54,NYP,"[8, 11, 1886]",,
63,29,STL,"[8, 12, 1886]",,
54,39,LOU,"[8, 12, 1886]",,
47,41,BRO,"[8, 12, 1886]",,
35,50,PHA,"[8, 12, 1886]",,
49,47,CIN,"[8, 13, 1886]",,
35,51,PHA,"[8, 13, 1886]",,
30,55,BAL,"[8, 13, 1886]",,
47,42,BRO,"[8, 14, 1886]",,
50,47,CIN,"[8, 14, 1886]",,
35,52,PHA,"[8, 14, 1886]",,
56,39,LOU,"[8, 15, 1886]",,
50,48,CIN,"[8, 15, 1886]",,
36,52,PHA,"[8, 15, 1886]",,
30,57,BAL,"[8, 15, 1886]",,
57,39,LOU,"[8, 16, 1886]",,
48,43,BRO,"[8, 16, 1886]",,
51,42,PIT,"[8, 17, 1886]",,
30,56,NYP,"[8, 17, 1886]",,
57,40,LOU,"[8, 18, 1886]",,
51,43,PIT,"[8, 18, 1886]",,
51,48,CIN,"[8, 18, 1886]",,
36,53,PHA,"[8, 18, 1886]",,
31,56,NYP,"[8, 18, 1886]",,
52,43,PIT,"[8, 19, 1886]",,
51,49,CIN,"[8, 19, 1886]",,
36,54,PHA,"[8, 19, 1886]",,
32,56,NYP,"[8, 19, 1886]",,
33,56,NYP,"[8, 20, 1886]",,
67,32,STL,"[8, 21, 1886]",,
51,50,CIN,"[8, 21, 1886]",,
37,55,PHA,"[8, 21, 1886]",,
67,33,STL,"[8, 22, 1886]",,
54,44,PIT,"[8, 22, 1886]",,
49,46,BRO,"[8, 22, 1886]",,
51,51,CIN,"[8, 22, 1886]",,
60,41,LOU,"[8, 23, 1886]",,
50,46,BRO,"[8, 23, 1886]",,
38,55,PHA,"[8, 23, 1886]",,
34,58,NYP,"[8, 23, 1886]",,
33,60,BAL,"[8, 23, 1886]",,
68,33,STL,"[8, 24, 1886]",,
60,42,LOU,"[8, 24, 1886]",,
51,52,CIN,"[8, 24, 1886]",,
39,55,PHA,"[8, 24, 1886]",,
33,61,BAL,"[8, 24, 1886]",,
69,33,STL,"[8, 25, 1886]",,
51,46,BRO,"[8, 25, 1886]",,
51,53,CIN,"[8, 25, 1886]",,
41,55,PHA,"[8, 25, 1886]",,
33,63,BAL,"[8, 25, 1886]",,
69,34,STL,"[8, 26, 1886]",,
60,44,LOU,"[8, 26, 1886]",,
52,46,BRO,"[8, 26, 1886]",,
52,53,CIN,"[8, 26, 1886]",,
42,55,PHA,"[8, 26, 1886]",,
34,60,NYP,"[8, 26, 1886]",,
33,64,BAL,"[8, 26, 1886]",,
70,34,STL,"[8, 27, 1886]",,
59,44,PIT,"[8, 27, 1886]",,
52,47,BRO,"[8, 27, 1886]",,
52,54,CIN,"[8, 27, 1886]",,
43,55,PHA,"[8, 27, 1886]",,
34,61,NYP,"[8, 27, 1886]",,
34,64,BAL,"[8, 27, 1886]",,
53,47,BRO,"[8, 28, 1886]",,
52,55,CIN,"[8, 28, 1886]",,
44,55,PHA,"[8, 28, 1886]",,
34,62,NYP,"[8, 28, 1886]",,
34,65,BAL,"[8, 28, 1886]",,
71,34,STL,"[8, 29, 1886]",,
34,66,BAL,"[8, 29, 1886]",,
72,34,STL,"[8, 30, 1886]",,
55,47,BRO,"[8, 30, 1886]",,
45,55,PHA,"[8, 30, 1886]",,
34,63,NYP,"[8, 30, 1886]",,
34,67,BAL,"[8, 30, 1886]",,
73,34,STL,"[8, 31, 1886]",,
60,47,LOU,"[8, 31, 1886]",,
55,48,BRO,"[8, 31, 1886]",,
45,56,PHA,"[8, 31, 1886]",,
35,63,NYP,"[8, 31, 1886]",,
35,67,BAL,"[8, 31, 1886]",,
61,47,LOU,"[9, 1, 1886]",,
56,48,BRO,"[9, 1, 1886]",,
46,56,PHA,"[9, 1, 1886]",,
35,64,NYP,"[9, 1, 1886]",,
35,68,BAL,"[9, 1, 1886]",,
63,45,PIT,"[9, 2, 1886]",,
61,48,LOU,"[9, 2, 1886]",,
57,48,BRO,"[9, 2, 1886]",,
46,57,PHA,"[9, 2, 1886]",,
35,69,BAL,"[9, 2, 1886]",,
73,35,STL,"[9, 3, 1886]",,
62,48,LOU,"[9, 3, 1886]",,
58,48,BRO,"[9, 3, 1886]",,
37,64,NYP,"[9, 3, 1886]",,
35,70,BAL,"[9, 3, 1886]",,
74,35,STL,"[9, 4, 1886]",,
64,46,PIT,"[9, 4, 1886]",,
62,49,LOU,"[9, 4, 1886]",,
58,49,BRO,"[9, 4, 1886]",,
47,58,PHA,"[9, 4, 1886]",,
38,64,NYP,"[9, 4, 1886]",,
35,71,BAL,"[9, 4, 1886]",,
74,36,STL,"[9, 5, 1886]",,
65,46,PIT,"[9, 6, 1886]",,
58,50,BRO,"[9, 6, 1886]",,
53,60,CIN,"[9, 6, 1886]",,
48,58,PHA,"[9, 6, 1886]",,
39,64,NYP,"[9, 6, 1886]",,
35,72,BAL,"[9, 6, 1886]",,
75,36,STL,"[9, 7, 1886]",,
65,47,PIT,"[9, 7, 1886]",,
64,49,LOU,"[9, 7, 1886]",,
58,51,BRO,"[9, 7, 1886]",,
53,61,CIN,"[9, 7, 1886]",,
49,58,PHA,"[9, 7, 1886]",,
39,65,NYP,"[9, 7, 1886]",,
36,72,BAL,"[9, 7, 1886]",,
77,36,STL,"[9, 8, 1886]",,
65,49,PIT,"[9, 8, 1886]",,
64,50,LOU,"[9, 8, 1886]",,
59,51,BRO,"[9, 8, 1886]",,
54,61,CIN,"[9, 8, 1886]",,
49,59,PHA,"[9, 8, 1886]",,
40,65,NYP,"[9, 8, 1886]",,
36,73,BAL,"[9, 8, 1886]",,
77,37,STL,"[9, 9, 1886]",,
66,49,PIT,"[9, 9, 1886]",,
60,51,BRO,"[9, 9, 1886]",,
49,60,PHA,"[9, 9, 1886]",,
40,66,NYP,"[9, 9, 1886]",,
37,73,BAL,"[9, 9, 1886]",,
78,37,STL,"[9, 10, 1886]",,
67,49,PIT,"[9, 10, 1886]",,
64,51,LOU,"[9, 10, 1886]",,
61,51,BRO,"[9, 10, 1886]",,
54,62,CIN,"[9, 10, 1886]",,
49,61,PHA,"[9, 10, 1886]",,
38,73,BAL,"[9, 10, 1886]",,
79,37,STL,"[9, 11, 1886]",,
67,50,PIT,"[9, 11, 1886]",,
64,52,LOU,"[9, 11, 1886]",,
61,52,BRO,"[9, 11, 1886]",,
54,63,CIN,"[9, 11, 1886]",,
50,61,PHA,"[9, 11, 1886]",,
41,67,NYP,"[9, 11, 1886]",,
39,73,BAL,"[9, 11, 1886]",,
62,52,BRO,"[9, 12, 1886]",,
79,38,STL,"[9, 13, 1886]",,
64,53,LOU,"[9, 13, 1886]",,
62,53,BRO,"[9, 13, 1886]",,
55,63,CIN,"[9, 13, 1886]",,
42,68,NYP,"[9, 13, 1886]",,
40,73,BAL,"[9, 13, 1886]",,
80,38,STL,"[9, 14, 1886]",,
64,54,LOU,"[9, 14, 1886]",,
62,54,BRO,"[9, 14, 1886]",,
56,63,CIN,"[9, 14, 1886]",,
51,61,PHA,"[9, 14, 1886]",,
42,69,NYP,"[9, 14, 1886]",,
81,38,STL,"[9, 15, 1886]",,
64,55,LOU,"[9, 15, 1886]",,
62,55,BRO,"[9, 15, 1886]",,
52,61,PHA,"[9, 15, 1886]",,
81,39,STL,"[9, 16, 1886]",,
68,50,PIT,"[9, 16, 1886]",,
63,55,BRO,"[9, 16, 1886]",,
64,56,LOU,"[9, 16, 1886]",,
56,64,CIN,"[9, 16, 1886]",,
43,69,NYP,"[9, 16, 1886]",,
40,74,BAL,"[9, 16, 1886]",,
81,40,STL,"[9, 17, 1886]",,
68,51,PIT,"[9, 17, 1886]",,
64,57,LOU,"[9, 17, 1886]",,
56,65,CIN,"[9, 17, 1886]",,
44,69,NYP,"[9, 17, 1886]",,
41,74,BAL,"[9, 17, 1886]",,
82,40,STL,"[9, 18, 1886]",,
69,51,PIT,"[9, 18, 1886]",,
64,58,LOU,"[9, 18, 1886]",,
57,65,CIN,"[9, 18, 1886]",,
45,69,NYP,"[9, 18, 1886]",,
41,75,BAL,"[9, 18, 1886]",,
65,56,BRO,"[9, 19, 1886]",,
45,70,NYP,"[9, 19, 1886]",,
82,41,STL,"[9, 20, 1886]",,
69,52,PIT,"[9, 20, 1886]",,
66,56,BRO,"[9, 20, 1886]",,
64,59,LOU,"[9, 20, 1886]",,
58,65,CIN,"[9, 20, 1886]",,
46,70,NYP,"[9, 20, 1886]",,
42,75,BAL,"[9, 20, 1886]",,
83,41,STL,"[9, 21, 1886]",,
69,53,PIT,"[9, 21, 1886]",,
67,56,BRO,"[9, 21, 1886]",,
64,60,LOU,"[9, 21, 1886]",,
54,64,PHA,"[9, 21, 1886]",,
47,70,NYP,"[9, 21, 1886]",,
84,41,STL,"[9, 22, 1886]",,
70,53,PIT,"[9, 22, 1886]",,
68,56,BRO,"[9, 22, 1886]",,
64,61,LOU,"[9, 22, 1886]",,
59,65,CIN,"[9, 22, 1886]",,
54,65,PHA,"[9, 22, 1886]",,
47,71,NYP,"[9, 22, 1886]",,
42,76,BAL,"[9, 22, 1886]",,
84,42,STL,"[9, 23, 1886]",,
71,53,PIT,"[9, 23, 1886]",,
68,57,BRO,"[9, 23, 1886]",,
64,62,LOU,"[9, 23, 1886]",,
55,65,PHA,"[9, 23, 1886]",,
48,71,NYP,"[9, 23, 1886]",,
72,53,PIT,"[9, 25, 1886]",,
69,57,BRO,"[9, 25, 1886]",,
65,62,LOU,"[9, 25, 1886]",,
59,66,CIN,"[9, 25, 1886]",,
55,66,PHA,"[9, 25, 1886]",,
48,72,NYP,"[9, 25, 1886]",,
85,42,STL,"[9, 26, 1886]",,
70,57,BRO,"[9, 26, 1886]",,
59,67,CIN,"[9, 26, 1886]",,
42,77,BAL,"[9, 26, 1886]",,
73,53,PIT,"[9, 27, 1886]",,
55,67,PHA,"[9, 27, 1886]",,
86,43,STL,"[9, 28, 1886]",,
43,78,BAL,"[9, 28, 1886]",,
86,44,STL,"[9, 29, 1886]",,
73,54,PIT,"[9, 29, 1886]",,
71,57,BRO,"[9, 29, 1886]",,
65,63,LOU,"[9, 29, 1886]",,
59,68,CIN,"[9, 29, 1886]",,
56,67,PHA,"[9, 29, 1886]",,
49,72,NYP,"[9, 29, 1886]",,
44,78,BAL,"[9, 29, 1886]",,
87,44,STL,"[9, 30, 1886]",,
74,54,PIT,"[9, 30, 1886]",,
71,58,BRO,"[9, 30, 1886]",,
65,64,LOU,"[9, 30, 1886]",,
60,68,CIN,"[9, 30, 1886]",,
56,68,PHA,"[9, 30, 1886]",,
49,73,NYP,"[9, 30, 1886]",,
45,78,BAL,"[9, 30, 1886]",,
75,54,PIT,"[10, 1, 1886]",,
71,59,BRO,"[10, 1, 1886]",,
88,44,STL,"[10, 2, 1886]",,
75,55,PIT,"[10, 2, 1886]",,
72,59,BRO,"[10, 2, 1886]",,
66,64,LOU,"[10, 2, 1886]",,
61,68,CIN,"[10, 2, 1886]",,
56,69,PHA,"[10, 2, 1886]",,
49,74,NYP,"[10, 2, 1886]",,
45,79,BAL,"[10, 2, 1886]",,
89,44,STL,"[10, 3, 1886]",,
61,69,CIN,"[10, 3, 1886]",,
57,69,PHA,"[10, 3, 1886]",,
49,75,NYP,"[10, 3, 1886]",,
89,45,STL,"[10, 4, 1886]",,
73,59,BRO,"[10, 4, 1886]",,
66,65,LOU,"[10, 4, 1886]",,
61,70,CIN,"[10, 4, 1886]",,
58,69,PHA,"[10, 4, 1886]",,
50,75,NYP,"[10, 4, 1886]",,
90,45,STL,"[10, 5, 1886]",,
75,56,PIT,"[10, 5, 1886]",,
74,59,BRO,"[10, 5, 1886]",,
66,66,LOU,"[10, 5, 1886]",,
62,70,CIN,"[10, 5, 1886]",,
58,70,PHA,"[10, 5, 1886]",,
50,76,NYP,"[10, 5, 1886]",,
46,79,BAL,"[10, 5, 1886]",,
75,57,PIT,"[10, 6, 1886]",,
75,59,BRO,"[10, 6, 1886]",,
66,67,LOU,"[10, 6, 1886]",,
63,71,CIN,"[10, 6, 1886]",,
51,77,NYP,"[10, 6, 1886]",,
47,79,BAL,"[10, 6, 1886]",,
91,45,STL,"[10, 7, 1886]",,
76,57,PIT,"[10, 7, 1886]",,
63,72,CIN,"[10, 7, 1886]",,
58,71,PHA,"[10, 7, 1886]",,
52,77,NYP,"[10, 7, 1886]",,
47,80,BAL,"[10, 7, 1886]",,
91,46,STL,"[10, 8, 1886]",,
77,57,PIT,"[10, 8, 1886]",,
76,59,BRO,"[10, 8, 1886]",,
66,68,LOU,"[10, 8, 1886]",,
64,72,CIN,"[10, 8, 1886]",,
59,71,PHA,"[10, 8, 1886]",,
52,78,NYP,"[10, 8, 1886]",,
47,81,BAL,"[10, 8, 1886]",,
92,46,STL,"[10, 9, 1886]",,
78,57,PIT,"[10, 9, 1886]",,
76,60,BRO,"[10, 9, 1886]",,
66,69,LOU,"[10, 9, 1886]",,
64,73,CIN,"[10, 9, 1886]",,
60,71,PHA,"[10, 9, 1886]",,
52,79,NYP,"[10, 9, 1886]",,
48,81,BAL,"[10, 9, 1886]",,
93,46,STL,"[10, 10, 1886]",,
76,61,BRO,"[10, 10, 1886]",,
66,70,LOU,"[10, 10, 1886]",,
65,73,CIN,"[10, 10, 1886]",,
61,71,PHA,"[10, 10, 1886]",,
48,82,BAL,"[10, 10, 1886]",,
79,57,PIT,"[10, 11, 1886]",,
52,80,NYP,"[10, 11, 1886]",,
80,57,PIT,"[10, 12, 1886]",,
52,81,NYP,"[10, 12, 1886]",,
62,71,PHA,"[10, 14, 1886]",,
48,83,BAL,"[10, 14, 1886]",,
53,82,NYP,"[10, 15, 1886]",,
0,9,NYP,"[4, 30, 1887]",,
0,10,NYP,"[5, 2, 1887]",,
2,13,CLE,"[5, 8, 1887]",,
26,5,STL,"[5, 28, 1887]",,
28,5,STL,"[5, 30, 1887]",,
29,5,STL,"[6, 2, 1887]",,
30,5,STL,"[6, 3, 1887]",,
31,5,STL,"[6, 4, 1887]",,
31,6,STL,"[6, 6, 1887]",,
34,8,STL,"[6, 11, 1887]",,
34,9,STL,"[6, 13, 1887]",,
34,10,STL,"[6, 14, 1887]",,
35,10,STL,"[6, 15, 1887]",,
36,10,STL,"[6, 17, 1887]",,
37,10,STL,"[6, 19, 1887]",,
37,11,STL,"[6, 20, 1887]",,
37,12,STL,"[6, 21, 1887]",,
38,13,STL,"[6, 23, 1887]",,
39,13,STL,"[6, 24, 1887]",,
13,34,NYP,"[6, 24, 1887]",,
40,13,STL,"[6, 25, 1887]",,
41,13,STL,"[6, 28, 1887]",,
42,13,STL,"[6, 29, 1887]",,
42,14,STL,"[6, 30, 1887]",,
42,15,STL,"[7, 1, 1887]",,
43,15,STL,"[7, 2, 1887]",,
43,16,STL,"[7, 3, 1887]",,
45,16,STL,"[7, 4, 1887]",,
15,46,CLE,"[7, 9, 1887]",,
18,46,NYP,"[7, 14, 1887]",,
39,32,LOU,"[7, 16, 1887]",,
18,48,NYP,"[7, 16, 1887]",,
52,19,STL,"[7, 17, 1887]",,
41,25,BAL,"[7, 17, 1887]",,
20,48,NYP,"[7, 19, 1887]",,
35,35,BRO,"[7, 24, 1887]",,
36,36,BRO,"[7, 26, 1887]",,
36,37,BRO,"[7, 27, 1887]",,
58,21,STL,"[7, 30, 1887]",,
45,31,BAL,"[7, 30, 1887]",,
36,42,PHA,"[7, 30, 1887]",,
19,58,CLE,"[7, 30, 1887]",,
58,22,STL,"[8, 1, 1887]",,
48,36,CIN,"[8, 1, 1887]",,
59,22,STL,"[8, 2, 1887]",,
60,22,STL,"[8, 4, 1887]",,
27,53,NYP,"[8, 4, 1887]",,
20,60,CLE,"[8, 4, 1887]",,
27,54,NYP,"[8, 5, 1887]",,
21,60,CLE,"[8, 5, 1887]",,
40,42,BRO,"[8, 6, 1887]",,
21,61,CLE,"[8, 6, 1887]",,
21,62,CLE,"[8, 7, 1887]",,
63,23,STL,"[8, 8, 1887]",,
41,44,PHA,"[8, 8, 1887]",,
21,63,CLE,"[8, 8, 1887]",,
64,23,STL,"[8, 9, 1887]",,
50,40,CIN,"[8, 9, 1887]",,
43,42,BRO,"[8, 9, 1887]",,
41,45,PHA,"[8, 9, 1887]",,
21,64,CLE,"[8, 9, 1887]",,
65,23,STL,"[8, 10, 1887]",,
41,46,PHA,"[8, 10, 1887]",,
21,65,CLE,"[8, 10, 1887]",,
50,42,CIN,"[8, 11, 1887]",,
44,43,BRO,"[8, 11, 1887]",,
41,47,PHA,"[8, 11, 1887]",,
22,65,CLE,"[8, 11, 1887]",,
66,23,STL,"[8, 12, 1887]",,
50,43,CIN,"[8, 12, 1887]",,
23,65,CLE,"[8, 12, 1887]",,
66,24,STL,"[8, 13, 1887]",,
45,44,BRO,"[8, 13, 1887]",,
23,66,CLE,"[8, 13, 1887]",,
67,24,STL,"[8, 14, 1887]",,
23,67,CLE,"[8, 14, 1887]",,
68,24,STL,"[8, 15, 1887]",,
32,57,NYP,"[8, 15, 1887]",,
23,68,CLE,"[8, 15, 1887]",,
69,24,STL,"[8, 16, 1887]",,
33,57,NYP,"[8, 16, 1887]",,
23,69,CLE,"[8, 16, 1887]",,
43,50,PHA,"[8, 17, 1887]",,
24,69,CLE,"[8, 18, 1887]",,
70,24,STL,"[8, 19, 1887]",,
46,48,BRO,"[8, 19, 1887]",,
43,51,PHA,"[8, 19, 1887]",,
70,25,STL,"[8, 20, 1887]",,
46,49,BRO,"[8, 20, 1887]",,
44,51,PHA,"[8, 20, 1887]",,
70,26,STL,"[8, 21, 1887]",,
56,42,LOU,"[8, 21, 1887]",,
55,45,CIN,"[8, 21, 1887]",,
47,49,BRO,"[8, 21, 1887]",,
45,51,PHA,"[8, 21, 1887]",,
26,71,CLE,"[8, 22, 1887]",,
71,26,STL,"[8, 23, 1887]",,
56,45,CIN,"[8, 23, 1887]",,
46,51,PHA,"[8, 23, 1887]",,
26,72,CLE,"[8, 23, 1887]",,
72,26,STL,"[8, 24, 1887]",,
57,45,CIN,"[8, 24, 1887]",,
52,44,BAL,"[8, 24, 1887]",,
27,72,CLE,"[8, 24, 1887]",,
73,26,STL,"[8, 25, 1887]",,
48,51,PHA,"[8, 25, 1887]",,
27,73,CLE,"[8, 25, 1887]",,
74,26,STL,"[8, 26, 1887]",,
58,46,CIN,"[8, 26, 1887]",,
49,51,BRO,"[8, 26, 1887]",PHA,"[8, 26, 1887]"
27,74,CLE,"[8, 26, 1887]",,
75,26,STL,"[8, 27, 1887]",,
59,46,CIN,"[8, 27, 1887]",,
53,46,BAL,"[8, 27, 1887]",,
49,52,BRO,"[8, 27, 1887]",PHA,"[8, 27, 1887]"
28,74,CLE,"[8, 27, 1887]",,
76,26,STL,"[8, 28, 1887]",,
59,47,CIN,"[8, 28, 1887]",,
77,26,STL,"[8, 29, 1887]",,
49,54,BRO,"[8, 29, 1887]",,
78,26,STL,"[8, 30, 1887]",,
34,68,NYP,"[8, 30, 1887]",,
79,26,STL,"[8, 31, 1887]",,
62,47,CIN,"[8, 31, 1887]",,
56,47,BAL,"[8, 31, 1887]",,
34,69,NYP,"[8, 31, 1887]",,
80,26,STL,"[9, 2, 1887]",,
57,47,BAL,"[9, 2, 1887]",,
34,70,NYP,"[9, 2, 1887]",,
82,26,STL,"[9, 3, 1887]",,
64,48,CIN,"[9, 3, 1887]",,
58,47,BAL,"[9, 3, 1887]",,
34,72,NYP,"[9, 3, 1887]",,
82,27,STL,"[9, 5, 1887]",,
65,48,CIN,"[9, 5, 1887]",,
29,80,CLE,"[9, 5, 1887]",,
82,28,STL,"[9, 6, 1887]",,
66,48,CIN,"[9, 6, 1887]",,
60,48,BAL,"[9, 6, 1887]",,
50,59,PHA,"[9, 6, 1887]",,
35,73,NYP,"[9, 6, 1887]",,
30,80,CLE,"[9, 6, 1887]",,
83,28,STL,"[9, 7, 1887]",,
64,47,LOU,"[9, 7, 1887]",,
84,28,STL,"[9, 8, 1887]",,
61,49,BAL,"[9, 8, 1887]",,
52,59,BRO,"[9, 8, 1887]",,
51,59,PHA,"[9, 8, 1887]",,
36,74,NYP,"[9, 8, 1887]",,
30,81,CLE,"[9, 8, 1887]",,
85,28,STL,"[9, 9, 1887]",,
66,47,LOU,"[9, 9, 1887]",,
68,49,CIN,"[9, 9, 1887]",,
61,50,BAL,"[9, 9, 1887]",,
51,60,PHA,"[9, 9, 1887]",,
36,75,NYP,"[9, 9, 1887]",,
30,82,CLE,"[9, 9, 1887]",,
85,29,STL,"[9, 10, 1887]",,
62,50,BAL,"[9, 10, 1887]",,
52,60,PHA,"[9, 10, 1887]",,
31,82,CLE,"[9, 10, 1887]",,
67,48,LOU,"[9, 11, 1887]",,
54,60,BRO,"[9, 11, 1887]",,
36,76,NYP,"[9, 11, 1887]",,
31,83,CLE,"[9, 11, 1887]",,
85,30,STL,"[9, 12, 1887]",,
68,48,LOU,"[9, 13, 1887]",,
69,49,CIN,"[9, 13, 1887]",,
37,76,NYP,"[9, 13, 1887]",,
31,84,CLE,"[9, 13, 1887]",,
85,31,STL,"[9, 14, 1887]",,
70,50,CIN,"[9, 14, 1887]",,
63,50,BAL,"[9, 14, 1887]",,
55,61,BRO,"[9, 14, 1887]",,
37,78,NYP,"[9, 14, 1887]",,
32,84,CLE,"[9, 14, 1887]",,
87,31,STL,"[9, 15, 1887]",,
72,50,CIN,"[9, 15, 1887]",,
63,52,BAL,"[9, 15, 1887]",,
55,62,BRO,"[9, 15, 1887]",,
37,80,NYP,"[9, 15, 1887]",,
33,84,CLE,"[9, 15, 1887]",,
63,53,BAL,"[9, 16, 1887]",,
56,61,PHA,"[9, 16, 1887]",,
88,31,STL,"[9, 17, 1887]",,
72,51,CIN,"[9, 17, 1887]",,
69,50,LOU,"[9, 17, 1887]",,
33,85,CLE,"[9, 17, 1887]",,
89,31,STL,"[9, 18, 1887]",,
57,61,PHA,"[9, 18, 1887]",,
55,64,BRO,"[9, 18, 1887]",,
33,86,CLE,"[9, 18, 1887]",,
73,51,CIN,"[9, 19, 1887]",,
65,53,BAL,"[9, 19, 1887]",,
58,61,PHA,"[9, 19, 1887]",,
37,81,NYP,"[9, 19, 1887]",,
74,51,CIN,"[9, 20, 1887]",,
66,53,BAL,"[9, 20, 1887]",,
58,62,PHA,"[9, 20, 1887]",,
38,81,NYP,"[9, 20, 1887]",,
89,32,STL,"[9, 21, 1887]",,
75,51,CIN,"[9, 21, 1887]",,
70,52,LOU,"[9, 21, 1887]",,
67,53,BAL,"[9, 21, 1887]",,
38,82,NYP,"[9, 21, 1887]",,
33,87,CLE,"[9, 21, 1887]",,
89,33,STL,"[9, 22, 1887]",,
76,51,CIN,"[9, 22, 1887]",,
71,52,LOU,"[9, 22, 1887]",,
68,53,BAL,"[9, 22, 1887]",,
38,83,NYP,"[9, 22, 1887]",,
33,88,CLE,"[9, 22, 1887]",,
59,62,PHA,"[9, 23, 1887]",,
38,84,NYP,"[9, 23, 1887]",,
89,34,STL,"[9, 24, 1887]",,
77,51,CIN,"[9, 24, 1887]",,
72,52,LOU,"[9, 24, 1887]",,
69,54,BAL,"[9, 24, 1887]",,
59,63,PHA,"[9, 24, 1887]",,
39,84,NYP,"[9, 24, 1887]",,
33,89,CLE,"[9, 24, 1887]",,
89,35,STL,"[9, 25, 1887]",,
78,51,CIN,"[9, 25, 1887]",,
70,54,BAL,"[9, 25, 1887]",,
34,89,CLE,"[9, 25, 1887]",,
70,55,BAL,"[9, 26, 1887]",,
59,64,PHA,"[9, 26, 1887]",,
57,68,BRO,"[9, 26, 1887]",,
40,84,NYP,"[9, 26, 1887]",,
72,54,LOU,"[9, 27, 1887]",,
71,55,BAL,"[9, 27, 1887]",,
60,64,PHA,"[9, 27, 1887]",,
40,85,NYP,"[9, 27, 1887]",,
35,89,CLE,"[9, 27, 1887]",,
72,55,LOU,"[9, 28, 1887]",,
36,89,CLE,"[9, 28, 1887]",,
90,35,STL,"[9, 29, 1887]",,
78,52,CIN,"[9, 29, 1887]",,
72,56,LOU,"[9, 29, 1887]",,
37,89,CLE,"[9, 29, 1887]",,
71,56,BAL,"[9, 30, 1887]",,
61,64,PHA,"[9, 30, 1887]",,
90,36,STL,"[10, 1, 1887]",,
79,52,CIN,"[10, 1, 1887]",,
73,56,BAL,"[10, 1, 1887]",LOU,"[10, 1, 1887]"
61,66,PHA,"[10, 1, 1887]",,
37,90,CLE,"[10, 1, 1887]",,
90,37,STL,"[10, 2, 1887]",,
80,52,CIN,"[10, 2, 1887]",,
40,86,NYP,"[10, 2, 1887]",,
91,37,STL,"[10, 3, 1887]",,
80,53,CIN,"[10, 3, 1887]",,
73,57,BAL,"[10, 3, 1887]",LOU,"[10, 3, 1887]"
62,66,PHA,"[10, 3, 1887]",,
41,86,NYP,"[10, 3, 1887]",,
38,90,CLE,"[10, 3, 1887]",,
92,37,STL,"[10, 4, 1887]",,
74,57,BAL,"[10, 4, 1887]",,
73,58,LOU,"[10, 4, 1887]",,
62,67,PHA,"[10, 4, 1887]",,
