Loss,Win,Team,Date,Img_Link
16,14,Boston Americans,"6, 5, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
19,16,Philadelphia Athletics,"6, 5, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
21,14,Milwaukee Brewers,"6, 5, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
14,15,Baltimore Orioles ,"6, 6, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
24,10,Cleveland Blues,"6, 6, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
12,26,Chicago White Sox,"6, 7, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
13,17,Washington Senators,"6, 7, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
14,16,Baltimore Orioles ,"6, 7, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
16,15,Boston Americans,"6, 7, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
22,14,Milwaukee Brewers,"6, 7, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
25,10,Cleveland Blues,"6, 7, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
13,26,Chicago White Sox,"6, 8, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
16,22,Detroit Tigers,"6, 8, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
13,18,Washington Senators,"6, 8, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
15,16,Baltimore Orioles ,"6, 8, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
16,16,Boston Americans,"6, 8, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
19,17,Philadelphia Athletics,"6, 8, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
23,14,Milwaukee Brewers,"6, 8, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
25,11,Cleveland Blues,"6, 8, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
13,27,Chicago White Sox,"6, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
16,23,Detroit Tigers,"6, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
14,18,Washington Senators,"6, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
16,17,Boston Americans,"6, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
20,17,Philadelphia Athletics,"6, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
24,14,Milwaukee Brewers,"6, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
25,12,Cleveland Blues,"6, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
14,27,Chicago White Sox,"6, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
16,24,Detroit Tigers,"6, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
14,19,Washington Senators,"6, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
16,18,Boston Americans,"6, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
21,17,Philadelphia Athletics,"6, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
25,14,Milwaukee Brewers,"6, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
25,13,Cleveland Blues,"6, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
15,27,Chicago White Sox,"6, 12, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
17,24,Detroit Tigers,"6, 12, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
15,19,Washington Senators,"6, 12, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
16,19,Boston Americans,"6, 12, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
17,17,Baltimore Orioles ,"6, 12, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
22,17,Philadelphia Athletics,"6, 12, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
25,15,Milwaukee Brewers,"6, 12, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
15,28,Chicago White Sox,"6, 13, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
17,25,Detroit Tigers,"6, 13, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
17,19,Boston Americans,"6, 13, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
18,17,Baltimore Orioles ,"6, 13, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
22,18,Philadelphia Athletics,"6, 13, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
26,15,Milwaukee Brewers,"6, 13, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
15,29,Chicago White Sox,"6, 14, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
18,25,Detroit Tigers,"6, 14, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
17,20,Boston Americans,"6, 14, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
22,19,Philadelphia Athletics,"6, 14, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
27,15,Milwaukee Brewers,"6, 14, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
19,25,Detroit Tigers,"6, 15, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
17,21,Boston Americans,"6, 15, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
17,29,Chicago White Sox,"6, 17, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
19,26,Detroit Tigers,"6, 17, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
17,23,Boston Americans,"6, 17, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
22,20,Philadelphia Athletics,"6, 17, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
27,16,Milwaukee Brewers,"6, 17, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
18,29,Chicago White Sox,"6, 18, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
19,27,Detroit Tigers,"6, 18, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
18,19,Washington Senators,"6, 18, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
20,18,Baltimore Orioles ,"6, 18, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
23,20,Philadelphia Athletics,"6, 18, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
26,16,Cleveland Blues,"6, 18, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
28,16,Milwaukee Brewers,"6, 18, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
19,29,Chicago White Sox,"6, 19, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
20,27,Detroit Tigers,"6, 19, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
18,20,Washington Senators,"6, 19, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
20,19,Baltimore Orioles ,"6, 19, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
23,21,Philadelphia Athletics,"6, 19, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
29,16,Milwaukee Brewers,"6, 19, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
17,26,Boston Americans,"6, 20, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
20,29,Chicago White Sox,"6, 20, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
21,27,Detroit Tigers,"6, 20, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
18,21,Washington Senators,"6, 20, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
20,20,Baltimore Orioles ,"6, 20, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
24,21,Philadelphia Athletics,"6, 20, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
27,17,Cleveland Blues,"6, 20, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
30,16,Milwaukee Brewers,"6, 20, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
17,27,Boston Americans,"6, 21, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
20,30,Chicago White Sox,"6, 21, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
22,27,Detroit Tigers,"6, 21, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
19,21,Washington Senators,"6, 21, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
20,21,Baltimore Orioles ,"6, 21, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
25,21,Philadelphia Athletics,"6, 21, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
28,17,Cleveland Blues,"6, 21, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
30,17,Milwaukee Brewers,"6, 21, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
17,28,Boston Americans,"6, 22, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
20,31,Chicago White Sox,"6, 22, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
23,27,Detroit Tigers,"6, 22, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
19,22,Washington Senators,"6, 22, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
20,22,Baltimore Orioles ,"6, 22, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
26,21,Philadelphia Athletics,"6, 22, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
29,17,Cleveland Blues,"6, 22, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
31,17,Milwaukee Brewers,"6, 22, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
20,32,Chicago White Sox,"6, 24, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
18,28,Boston Americans,"6, 24, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
20,23,Baltimore Orioles ,"6, 24, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
24,27,Detroit Tigers,"6, 24, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
27,21,Philadelphia Athletics,"6, 24, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
29,18,Cleveland Blues,"6, 24, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
31,18,Milwaukee Brewers,"6, 24, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
20,33,Chicago White Sox,"6, 25, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
20,24,Baltimore Orioles ,"6, 25, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
25,27,Detroit Tigers,"6, 25, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
28,21,Philadelphia Athletics,"6, 25, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
30,18,Cleveland Blues,"6, 25, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
32,18,Milwaukee Brewers,"6, 25, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
29,21,Philadelphia Athletics,"6, 26, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
32,19,Milwaukee Brewers,"6, 26, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
20,34,Chicago White Sox,"6, 27, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
20,25,Baltimore Orioles ,"6, 27, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
25,28,Detroit Tigers,"6, 27, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
30,21,Philadelphia Athletics,"6, 27, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
33,19,Milwaukee Brewers,"6, 27, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
20,35,Chicago White Sox,"6, 28, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
19,30,Boston Americans,"6, 28, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
20,26,Baltimore Orioles ,"6, 28, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
21,25,Washington Senators,"6, 28, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
25,29,Detroit Tigers,"6, 28, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
31,21,Philadelphia Athletics,"6, 28, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
34,19,Milwaukee Brewers,"6, 28, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
33,18,Cleveland Blues,"6, 28, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
20,36,Chicago White Sox,"6, 29, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
19,31,Boston Americans,"6, 29, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
25,30,Detroit Tigers,"6, 29, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
22,25,Washington Senators,"6, 29, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
32,21,Philadelphia Athletics,"6, 29, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
35,19,Milwaukee Brewers,"6, 29, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
34,18,Cleveland Blues,"6, 29, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
20,37,Chicago White Sox,"6, 30, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
26,30,Detroit Tigers,"6, 30, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
36,19,Milwaukee Brewers,"6, 30, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
20,28,Baltimore Orioles ,"7, 1, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
34,20,Cleveland Blues,"7, 1, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
37,19,Milwaukee Brewers,"7, 1, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
20,38,Chicago White Sox,"7, 2, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
21,28,Baltimore Orioles ,"7, 2, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
22,26,Washington Senators,"7, 2, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
27,30,Detroit Tigers,"7, 2, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
33,21,Philadelphia Athletics,"7, 2, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
34,21,Cleveland Blues,"7, 2, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
38,19,Milwaukee Brewers,"7, 2, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
20,39,Chicago White Sox,"7, 3, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
22,28,Baltimore Orioles ,"7, 3, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
27,31,Detroit Tigers,"7, 3, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
23,26,Washington Senators,"7, 3, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
33,22,Philadelphia Athletics,"7, 3, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
35,21,Cleveland Blues,"7, 3, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
39,19,Milwaukee Brewers,"7, 3, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
22,39,Chicago White Sox,"7, 4, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
24,28,Baltimore Orioles ,"7, 4, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
28,32,Detroit Tigers,"7, 4, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
24,26,Washington Senators,"7, 4, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
33,23,Philadelphia Athletics,"7, 4, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
35,23,Cleveland Blues,"7, 4, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
40,20,Milwaukee Brewers,"7, 4, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
22,40,Chicago White Sox,"7, 5, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
24,29,Baltimore Orioles ,"7, 5, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
29,32,Detroit Tigers,"7, 5, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
25,26,Washington Senators,"7, 5, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
34,23,Philadelphia Athletics,"7, 5, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
36,23,Cleveland Blues,"7, 5, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
40,21,Milwaukee Brewers,"7, 5, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
23,40,Chicago White Sox,"7, 6, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
29,33,Detroit Tigers,"7, 6, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
26,26,Washington Senators,"7, 6, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
34,24,Philadelphia Athletics,"7, 6, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
36,24,Cleveland Blues,"7, 6, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
41,21,Milwaukee Brewers,"7, 6, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
24,40,Chicago White Sox,"7, 7, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
29,34,Detroit Tigers,"7, 7, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
37,24,Cleveland Blues,"7, 7, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
41,22,Milwaukee Brewers,"7, 7, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
27,26,Washington Senators,"7, 8, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
35,24,Philadelphia Athletics,"7, 8, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
24,41,Chicago White Sox,"7, 9, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
25,31,Baltimore Orioles ,"7, 9, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
29,35,Detroit Tigers,"7, 9, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
28,26,Washington Senators,"7, 9, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
38,24,Cleveland Blues,"7, 9, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
42,22,Milwaukee Brewers,"7, 9, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
24,42,Chicago White Sox,"7, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
21,38,Boston Americans,"7, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
25,32,Baltimore Orioles ,"7, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
29,36,Detroit Tigers,"7, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
29,26,Washington Senators,"7, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
35,25,Philadelphia Athletics,"7, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
39,24,Cleveland Blues,"7, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
43,22,Milwaukee Brewers,"7, 10, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
24,43,Chicago White Sox,"7, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
21,39,Boston Americans,"7, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
25,33,Baltimore Orioles ,"7, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
30,36,Detroit Tigers,"7, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
30,26,Washington Senators,"7, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1901.png'
36,25,Philadelphia Athletics,"7, 11, 1901",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/MLA-1901.png'
